fold,final_loss,final_val_loss,final_accuracy,final_val_accuracy,mean_loss,std_loss,mean_val_loss,std_val_loss,mean_accuracy,std_accuracy,mean_val_accuracy,std_val_accuracy
fold_4,0.028046719729900003,0.022704660892486003,0.9999885559082031,1.0,0.058807911541388515,0.1197654929454104,12.466296976014059,49.67173551851067,0.9970348659826782,0.019213133107911763,0.8446645501392837,0.3240033513751725
fold_3,0.023658521473407003,0.036510914564132003,0.999999105930328,0.9931790828704831,0.0690058444493577,0.1157055237883835,27.771277207814688,84.50076382580362,0.9950391841786246,0.018962025678271224,0.7281387359169974,0.31670957337779665
fold_2,0.019481776282191002,0.036633715033531,0.9988106489181511,1.0,0.056051570376971366,0.11101963962327908,58.78360720301365,364.96169090111425,0.9965341629051577,0.018268822833744015,0.942080364698862,0.18622837920712476
fold_0,0.021113906055688,0.114294491708278,0.9982616305351251,0.9876327514648431,0.03972016665077649,0.0734849506928291,28.532243213993876,109.78827029459116,0.9969285613781695,0.009454984053095613,0.684179663632971,0.3972100577182092
fold_1,0.026025297120213002,0.029949564486742002,0.99961894750595,1.0,0.0726230930950902,0.12296330556065223,25.22486936018147,88.06506248518535,0.9944834422182153,0.020865990555214306,0.7830857010741491,0.305239603483083
